SL NO,Sanskrit,Hindi,English,Sentiment_Polarity,Sentiment_Label
623,अनिष्टमिष्टं मिश्र च त्रिविधं कर्मणः फलम् । भवत्यत्यागिनां प्रेत्य न तु संन्यासिनां क्वचित् ।।,"कर्म फल का त्याग न करने वाले मनुष्यों के कर्मों का तो अच्छा, बुरा और मिला हुआ- ऐसे तीन प्रकार का फल मरने के पश्चात् अवश्य होता है; किन्तु कर्मफल का त्याग कर देने वाले मनुष्यों के कर्मों का फल किसी काल में भी नहीं होता ।। ","Welcome, unwelcome and mixed-threefold, indeed, is the fruit that accrues hereafter from the actions of the unrenouncing. But there is none ever for those who have renounced",1.850371707708594e-17,Interest
624,पञ्चैतानि महाबाहो कारणानि निबोध मे। सांख्ये कृतान्ते प्रोक्तानि सिद्धये सर्वकर्मणाम् ।। ,"हे महाबाहो ! सम्पूर्ण कर्मों की सिद्धि के पाँच हेतु कर्मों का अन्त करने के लिये उपाय बतलाने वाले सांख्य-शास्त्र में कहे गये हैं, उनको तू मुझसे भलीभाँति जान ।। ","In the branch of learning known by the name of Sankhya, which prescribes means for neutralizing all action, these five factors have been mentioned as contributory to the accomplishment of all actions; know them from Me, Arjuna",0.0,Calmness
625,अधिष्ठानं तथा कर्ता करणं च पृथग्विधम् । विविधाश्च पृथक्चेष्टा दैवं चैवात्र पञ्चमम् ।।,इस विषय में अर्थात् कर्मों की सिद्धि में अधिष्ठान और कर्ता तथा भिन्न-भिन्न प्रकार के करण एवं नाना प्रकार की अलग-अलग चेष्टाएँ और वैसे ही पाँचवाँ हेतु दैव कहा गया है ।। ,"The following are the factors operating towards the accomplishment of actions, viz., the seat of action and the agent, the organs of different kinds and the separate movements of divergent types; and the fifth is Daiva or destiny",-0.03333333333333333,Calmness
626,शरीरवाङ्मनोभिर्यत्कर्म प्रारभते नरः । न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतवः ।। ,"मनुष्य मन, वाणी और शरीर से शास्त्रानुकूल अथवा विपरीत जो कुछ भी कर्म करता है- उसके ये पाँचों कारण हैं ।। ","These five are the contributory causes of whatever actions, right or wrong man performs with the mind, speech and body.",0.0,Calmness
627,तत्रैवं सति कर्तारमात्मानं केवलं तु यः । पश्यत्यकृतबुद्धित्वान्न स पश्यति दुर्मतिः ।।,"परन्तु ऐसा होने पर भी जो मनुष्य अशुद्धबुद्धि होने के कारण उस विषय में यानी कर्मों के होने में केवल - शुद्ध स्वरूप आत्मा को कर्ता समझता है, वह मलिन बुद्धिवाला अज्ञानी यथार्थ नहीं समझता ।। ","Notwithstanding this, however, he who, having an impure mind, regards the absolute, taintless Salf alone as the doer, that man of perverse understanding does not view aright.",-0.1111111111111111,Calmness
628,यस्य नाहंकृतो भावो बुद्धिर्यस्य न लिप्यते । हत्वापि स इमाँल्लोकान्न हन्ति न निबध्यते ।।,"जिस पुरुष के अन्तःकरण में 'मैं कर्ता हूँ' ऐसा भाव नहीं है तथा जिसकी बुद्धि सांसारिक पदार्थों में और कर्मों में लिपायमान नहीं होती, वह पुरुष इन सब लोकों को मारकर भी वास्तव में न तो मारता है और न पाप से बँधता है ।। ","He whose mind is free from the sense of doership, and whose reason is not tainted by worldly objects and activities, does not really slay, even having slaughtered all these creatures, nor is bound by sin",0.1,Interest
629,ज्ञानं ज्ञेयं परिज्ञाता त्रिविधा कर्मचोदनां करणं कर्तेति त्रिविधः कर्मसंग्रहः ।।,"ज्ञाता, ज्ञान और ज्ञेय- यह तीन प्रकार की कर्म-प्रेरणा है और कर्ता, करण तथा क्रिया-यह तीन प्रकार का कर्म-संग्रह है ।। ","The knower, knowledge and the object of knowledge-these three motivate action. Even so the doer, the organs and activity-these are the three constituents of action",0.0,Calmness
630,ज्ञानं कर्म च कर्ता च त्रिधैव गुणभेदतः । प्रोच्यते गुणसंख्याने यथावच्छृणु तान्यपि ।।,"गुणों की संख्या करने वाले शास्त्र में ज्ञान और कर्म तथा कर्त्ता गुणों के भेद से तीन-तीन प्रकार के ही कहे गये हैं, उनको भी तू मुझसे भलीभाँति सुन ।। ","In the branch of knowledge dealing with the Gunas or modes of Prakrti, knowledge and action as well as the doer have been declared to be of three kinds according to the Guna which predominates in each; hear them too duly from Me",0.0,Calmness
631,सर्वभूतेषु येनैकं भावमव्ययमीक्षते । अविभक्तं विभक्तेषु तज्ज्ञानं विद्धि सात्त्विकम् ।। ,"जिस ज्ञान से मनुष्य पृथक् पृथक् सब भूतों में एक अविनाशी परमात्म भाव को विभागरहित समभाव से स्थित देखता है, उस ज्ञान को तो तू सात्त्विक जान ।। ","That by which man perceives one imperishable divine existence as undivided and equally present in all individual beings, know that knowledge to be Sattvika.",0.0,Calmness
632,पृथक्त्वेन तु यज्ज्ञानं नानाभावान्पृथग्विधान् । वेत्ति सर्वेषु भूतेषु तज्ज्ञानं विद्धि राजसम् ।। ,"किन्तु जो ज्ञान अर्थात् जिस ज्ञान के द्वारा मनुष्य सम्पूर्ण भूतों में भिन्न-भिन्न प्रकार के नाना भावों को अलग-अलग जानता है, उस ज्ञान को तू राजस जान ।। ","That, however, by which man cognize many existences of various kinds as apart from one another in all beings, know that knowledge to be Rajasika.",0.16666666666666666,Interest
633,यत्तु कृत्स्नवदेकस्मिन्कार्ये सक्तमहैतुकम् । अतत्त्वार्थवदल्पं च तत्तामसमुदाहृतम् ।। ,"परन्तु जो ज्ञान एक कार्य रूप शरीर में ही सम्पूर्ण के सदृश आसक्त है; तथा उसे बिना युक्ति वाला, तात्त्विक अर्थ से रहित और तुच्छ है- वह तामस कहा गया है ।। ","Again, that knowledge which clings to one body as if it were the whole, and which is irrational, has no real object and is trivial, has been declared as Tamasika.",0.05,Interest
634,नियतं संगरहितमरागद्वेषतः कृतम् । अफलप्रेप्सुना कर्म यत्तत्सात्त्विकमुच्यते ।। ,जो कर्म शास्त्रविधि से नियत किया हुआ और कर्तापन के अभिमान से रहित हो तथा फल न चाहने वाले पुरुष द्वारा बिना राग-द्वेष के किया गया हो- वह सात्त्विक कहा जाता है ।। ,"That action which is ordained by the scriptures and is not accompanied by the sense of doership, and has been done without any partiality or prejudice by one who seeks no return, is called Sattvika.",0.0,Calmness
635,यत्तु कामेप्सुना कर्म साहंकारेण वा पुनः । क्रियते बहुलायासं तद्राजसमुदाहृतम् ।। ,"परन्तु जो कर्म बहुत परिश्रम से युक्त होता है तथा भोगों को चाहने वाले पुरुष द्वारा या अहंकार युक्त पुरुष द्वारा किया जाता है, वह कर्म राजस कहा गया है ।। ","That action, however, which involves much strain and is performed by one who seeks enjoyments or by a man full of oegotism, has been spoken of as Rajasika.",0.5,Enjoyment
636,अनुबन्धं क्षयं हिसामनवेक्ष्य च पौरुषम् । मोहादारभ्यते कर्म यत्तत्तामसमुच्यते ।। ,"जो कर्म परिणाम, हानि, हिंसा और सामर्थ्य को न विचार कर केवल अज्ञान से आरम्भ किया जाता है-वह तामस कहा जाता है ।। ","That action which is undertaken through sheer ignorance, without counting the upshot, loss to oneself, injury to others and one's own capacity, is declared as Tamasika.",0.0,Calmness
637,मुक्तसंगोऽनहंवादी धृत्युत्साहसमन्वितः । सिद्ध्यसिद्ध्योर्निर्विकारः कर्ता सात्त्विक उच्यते ।। ,"जो कर्ता संगरहित, अहंकार के वचन न बोलने वाला, धैर्य और उत्साह से युक्त तथा कार्य के सिद्ध होने और न होने में हर्ष-शोकादि विकारों से रहित है-वह सात्त्विक कहा जाता है ।। ","Free from attachment, unegoistic, endowed with firmness and vigour and unswayed by success and failure-such a doer is said to be Sattvika",-0.1,Calmness
638,रागी कर्मफलप्रेप्सुलुब्धो हिंसात्मकोऽशुचिः । हर्षशोकान्वितः कर्ता राजसः परिकीर्तितः ।। ,"जो कर्ता आसक्ति से युक्त, कर्मों के फल को चाहने वाला और लोभी है तथा दूसरों को कष्ट देने के स्वभाव वाला, अशुद्धाचारी और हर्ष-शोक से लिप्त है-वह राजस कहा गया है ।। ","The doer who is full of attachment, seeks the fruit of actions and is greedy, and who is oppressive by nature and of impure conduct,and is affected by joy and sorrow, has been called Rajasika",0.0,Calmness
639,अयुक्तः प्राकृतः स्तब्धः शठो नैष्कृतिकोऽलसः । विषादी दीर्घसूत्री च कर्ता तामस उच्यते ।। ,"जो कर्ता अयुक्त, शिक्षा से रहित, घमंडी, धूर्त और दूसरों की जीविका का नाश करने वाला तथा शोक करने वाला, आलसी और दीर्घसूत्री है- वह तामस कहा जाता है ।। ","Lacking piety and self-control, uncultured, arrogant, deceitful, inclined to rob others of their livelihood, slothful, down-hearted and procrastinating, such a doer is called Tamasika.",-0.18333333333333335,Calmness
640,बुद्धेर्भेदं धृतेश्चैव गुणतस्त्रिविधं शृणु । प्रोच्यमानमशेषेण पृथक्त्वेन धनंजय ।।,हे धनंजय ! अब तू बुद्धि का और धृति का भी गुणों के अनुसार तीन प्रकार का भेद मेरे द्वारा सम्पूर्णता से विभागपूर्वक कहा जाने वाला सुन ।। ,"Now hear, Arjuna, the threefold division, based on the predominance of each Guna, of Buddhi and Dhrti also, which is being told by Me in full one by one.",0.0,Calmness
641,प्रवृतिं च निवृतिं च कार्याकार्ये भयाभये। बन्धं मोक्षं च या वेत्ति बुद्धिः सा पार्थ सात्त्विकी ।। ,"हे पार्थ ! जो बुद्धि प्रवृत्ति मार्ग और निवृत्ति मार्ग को, कर्तव्य और अकर्तव्य को, भय और अभय को तथा बन्धन और मोक्ष को यथार्थ जानती है-वह बुद्धि सात्त्विकी है ।। ","The intellect which correctly determines the paths of activity and renunciation, what ought to be done and what should not be done, what is fear and what is fearlessness, and what is bondage and what is liberation, that intellect is Sattvika.",0.0,Calmness
642,यया धर्ममधर्मं च कार्यं चाकार्यमेव च। अयथावत्प्रजानाति बुद्धिः सा पार्थ राजसी ।। ,"हे पार्थ ! मनुष्य जिस बुद्धि के द्वारा धर्म और अधर्म को तथा कर्तव्य और अकर्तव्य को भी यथार्थ नहीं जानता, वह बुद्धि राजसी है ।। ","The intellect by which man does not truly perceive what is Dharma and what is Adharma, what ought to be done and what should not be done, that intellect is Rajasika",0.0,Calmness
643,अधर्मं धर्ममिति या मन्यते तमसावृता । सर्वार्थान्विपरीतांश्च बुद्धिः सा पार्थ तामसी ।। ,"हे अर्जुन ! जो तमोगुण से घिरी हुई बुद्धि अधर्म को भी 'यह धर्म है' ऐसा मान लेती है तथा इसी प्रकार अन्य सम्पूर्ण पदार्थों को भी विपरीत मान लेती है, वह बुद्धि तामसी है ।। ","The intellect which imagines even Adharma to be Dharma, and sees all other things upside- down,-wrapped in ignorance, that intellect is Tamasika, Arjuna",-0.03125,Calmness
644,धृत्या यया धारयते मनःप्राणेन्द्रियक्रियाः । योगेनाव्यभिचारिण्या धृतिः सा पार्थसात्त्विकी ।। ,"हे पार्थ ! जिस अव्यभिचारिणी धारण शक्ति से मनुष्य ध्यान योग के द्वारा मन, प्राण और इन्द्रियों की क्रियाओं को धारण करता है, वह धृति सात्त्विकी है ।। ","The unwavering firmness by which man controls through the Yoga of meditation the functions of the mind, the vital airs and the senses-that firmness, Arjuna, is Sattvika",0.0,Calmness
645,यया तु धर्मकामार्थान्धृत्या धारयतेऽर्जुन । प्रसंगेन फलाकाङ्क्षी धृतिः सा पार्थ राजसी ।। ,"हे पृथापुत्र ! फल की इच्छा वाला मनुष्य जिस धारणशक्ति के द्वारा अत्यन्त आसक्ति से धर्म, अर्थ और कामों को धारण करता है, वह धारणशक्ति राजसी है ।। ","The Dhrti, however, by which the man seeking a reward for his actions, clutches with extreme fondness virtues, earthly possessions and worldly ejoyments, that Dhrti is Rajasika, Arjuna.",0.5,Enjoyment
646,यया स्वप्नं भयं शोकं विषादं मदमेव च। न विमुञ्चति दुर्मेधा धृतिः सा पार्थ तामसी ।। ,"हे पार्थ ! दुष्ट बुद्धिवाला मनुष्य जिस धारणशक्ति के द्वारा निद्रा, भय, चिन्ता और दुःख को तथा उन्मत्तता को भी नहीं छोड़ता अर्थात् धारण किये रहता है- वह धारणशक्ति तामसी है ।। ","The firmness by which an evil-minded person refuses to shake off, i.e., clings to sleep, fear, anxiety, sorrow and vanity as well, that firmness is Tamasika",0.0,Calmness
647,सुखं त्विदानीं त्रिविधं शृणु मे भरतर्षभ । अभ्यासाद्रमते यत्र दुःखान्तं च निगच्छति ।। ,"हे भरत श्रेष्ठ ! अब तीन प्रकार के सुख को भी तू मुझसे सुन । जिस सुख में साधक मनुष्य भजन, ध्यान और सेवादि के अभ्यास से रमण करता है और जिससे दुःखों के अन्त को प्राप्त हो जाता है ।","Now hear from Me the threefold joy too. That is which the striver finds enjoyments through practice of adoration, meditation and service to God etc., and whereby he reaches the end of sorrow, ",0.0,Calmness
648,यत्तदग्रे विषमिव परिणामेऽमृतोपमम् । तत्सुखं सात्त्विकं प्रोक्तमात्मबुद्धिप्रसादजम् ।। ,"। जो - ऐसा सुख है, वह आरम्भकाल में यद्यपि विष के तुल्य प्रतीत होता है, परन्तु परिणाम में अमृत के तुल्य है; इसलिये वह परमात्मविषयक बुद्धि के प्रसाद से उत्पन्न होने वाला सुख सात्त्विक कहा गया है ।। ","such a joy, though appearing as poison in the beginning, tastes like nectar in the end; hence that joy, born as it is of the placidity of mind brought about by meditation on God, has been declared as Sattvika.",0.35,Empathy
649,विषयेन्द्रिसंयोगाद्यत्तदग्रे ऽमृतोपमम् । परिणामे विषमिव तत्सुखं राजसं स्मृतम् ।। ,"जो सुख विषय और इन्द्रियों के संयोग से होता है, वह पहले - भोगकाल में अमृत के तुल्य प्रतीत होने पर भी परिणाम में विष के तुल्य है; इसलिये वह सुख राजस। कहा गया है ।। ","The delight which follows from the contact. of the senses with their objects is eventually poison-like, though appearing at first as nectar; hence it has been spoken of as Rajasika",0.4699999999999999,Enjoyment
650,यदग्रे चानुबन्धे च सुखं मोहनमात्मनः । निद्रालस्यप्रमादोत्थं तत्तामसमुदाहृतम् ।। ,"जो सुख भोग काल में तथा परिणाम में भी आत्मा को मोहित करने वाला है - वह निद्रा, आलस्य और प्रमाद से उत्पन्न सुख तामस कहा गया है ।। ","That which stupefies the self during its enjoyment as well as in the end,-derived from sleep, indolence and obstinate error; such delight has been called Tamasika",0.7,Happiness
651,न तदस्ति पृथिव्यां वा दिवि देवेषु वा पुनः । सत्त्वं प्रकृतिजैर्मुक्तं यदेभिः स्यात्त्रिभिर्गुणैः ।।,"पृथ्वी में या आकाश में अथवा देवताओं में तथा इनके सिवा और कहीं भी ऐसा कोई भी सत्त्व नहीं है, जो प्रकृति से उत्पन्न इन तीनों गुणों से रहित हो ।। ","There is no being on earth or in the middle region or even among the gods or anywhere else, which is free from these three Gunas born of Prakrti.",-0.05,Calmness
652,ब्राह्मणक्षत्रियविशां शूद्राणां च परंतप । कर्माणि प्रविभक्तानि स्वभावप्रभवैर्गुणैः ।।,"हे परंतप ! ब्राह्मण, क्षत्रिय और वैश्यों के तथा शूद्रों के कर्म स्वभाव से उत्पन्न गुणों के द्वारा विभक्त किये गये हैं ।","The duties of the Brahmanas, the Ksatriyas and the Vaisyas, as well as of the Sudras, have been divided according to their inborn qualities, Arjuna.",0.0,Calmness
653,शमो दमस्तपः शौचं क्षान्तिरार्जवमेव च। ज्ञानं विज्ञानमास्तिक्यं ब्रह्मकर्म स्वभावजम् ।।,"अन्तकरण का निग्रह करना; इन्द्रियों का दमन करना; धर्मपालन के लिये कष्ट सहना; बाहर-भीतर से शुद्ध रहना, दूसरों के अपराधों को क्षमा करना; मन इन्द्रिय और शरीर को सरल रखना; वेद, शास्त्र, ईश्वर और परलोक आदि में श्रद्धा रखना; वेद शास्त्रों का अध्ययन-अध्यापन करना और परमात्मा के तत्त्व का अनुभव करना - ये सब-के-सब ही ब्राह्मण के स्वाभाविक कर्म हैं ।। ","Subjugation of the mind and senses, enduring hardships for the discharge of one's sacred obligations, external and internal purity, forgiving the faults of others, straightness of mind, senses and behaviour, belief in the Vedas and other scriptures, God and life after death etc., study and teaching of the Vedas and other scriptures and realization of the truth relating to God-all these constitute the natural duty of a Brahmana.",0.10476190476190476,Interest
654,शौर्य तेजो धृतिर्दाक्ष्यं युद्धे चाप्यपलायनम् । दानमीश्वरभावश्च क्षात्रं कर्म स्वभावजम् ।,"शूरवीरता, तेज, धैर्य, चतुरता और युद्ध में न भागना, दान देना और स्वामिभाव- ये सब-के-सब ही क्षत्रिय के स्वाभाविक कर्म हैं ।। ","Exhibition of valour, fearlessness, firmness,cleverness and steadiness in battle, bestowing gifts, and lordliness-all these constitute the natural duty of a Ksatriya",-0.012499999999999997,Calmness
655,कृषिगौरक्ष्यवाणिज्यं वैश्यकर्म स्वभावजम् । परिचर्यात्मकं कर्म शूद्रस्यापि स्वभावजम् ।। ,"खेती, गोपालन और क्रय-विक्रय रूप सत्य व्यवहार- ये वैश्य के स्वाभाविक कर्म हैं। तथा सब वर्णों की सेवा करना शूद्र का भी स्वाभाविक कर्म है ।। ","Agriculture, rearing of cows and honest exchange of merchandise-these constitute the natural duty of a Vaisya (a member of the trading class). And service of the other classes in the natural duty even of a Sudra (a member of the labouring class).",0.1,Interest
656,स्वे स्वे कर्मण्यभिरतः संसिद्धिं लभते नरः। स्वकर्मनिरतः सिद्धिं यथा विन्दति तच्छृणु ।। ,"अपने-अपने स्वाभाविक कर्मों में तत्परता से लगा हुआ मनुष्य भगवत्प्राप्ति रूप परम सिद्धि को प्राप्त हो जाता है। अपने स्वाभाविक कर्म में लगा हुआ मनुष्य जिस प्रकार से कर्म करके परम सिद्धि को प्राप्त होता है, उस विधि को तू सुन ।। ","Keenly devoted to his own natural duty, man attains the highest perfection in the shape of God-Realization. hear the mode of performance whereby the man engaged in his inborn duty reaches that highest consummation",0.1,Interest
657,यतः प्रवृत्तिर्भूतानां येन सर्वमिदं ततम् । स्वकर्मणा तमभ्यर्च्य सिद्धिं विन्दति मानवः ।। ,"जिस परमेश्वर से सम्पूर्ण प्राणियों की उत्पत्ति हुई है और जिससे यह समस्त जगत् व्याप्त है, उस परमेश्वर की अपने स्वाभाविक कर्मों द्वारा पूजा करके मनुष्य परमसिद्धि को प्राप्त हो जाता है ।। ",Man attains the highest perfection by worshipping Him through his own natural duties from whom the tide of creation has streamed forth and by whom all this universe is pervaded.,0.03333333333333333,Interest
658,श्रेयान्स्वधर्मो विगुणः परधर्मात्स्वनुष्ठितात् । स्वभावनियतं कर्म कुर्वनाप्नोति किल्बिषम् ।।,"अच्छी प्रकार आचरण किये हुए दूसरे के धर्म से गुणरहित भी अपना धर्म श्रेष्ठ है, क्योंकि स्वभाव से नियत किये हुए स्वधर्म रूप कर्म को करता हुआ मनुष्य पाप को नहीं प्राप्त होता ।। ","Better is one's own duty, though devoid of merit, than the duty of another well-performed; for performing the duty ordained by his own nature man does not incur sin.",-0.11666666666666665,Calmness
659,सहजं कर्म कौन्तेय सदोषमपि न त्यजेत् । सर्वारम्भा हि दोषेण धूमेनाग्निरिवावृताः ।।,"अतएव हे कुन्ती पुत्र ! दोष युक्त होने पर भी सहज कर्म को नहीं त्यागना चाहिये, क्योंकि धूएँ से अग्नि की भाँति सभी कर्म किसी-न-किसी दोष से आवृत हैं ।। ","Therefore, Arjuna, one snould not abandon one's innate duty, even though it may be tainted with blemish; for even as fire is enveloped in smoke, all undertakings are clouded with demerit",0.6,Enjoyment
660,असक्तबुद्धिः सर्वत्र जितात्मा विगतस्पृहः । नैष्कर्म्यसिद्धिं परमां संन्यासेनाधिगच्छति ।। ," सर्वत्र आसक्ति रहित बुद्धिवाला, स्पृहारहित और जीते हुए अन्तःकरण वाला पुरुष सांख्ययोग के द्वारा उस परम नैष्कर्म्यसिद्धि को प्राप्त होता है ।। ","He whose intellect is unattached everywhere, whose thirst for enjoyments has altogether disappeared and who has subdued his mind, reaches through Sankhyayoga (the path of Knowledge) the consummation of actionlessness.",-0.1,Calmness
661,सिद्धिं प्राप्तो यथा ब्रह्म तथाप्नोति निबोध मे। समासेनैव कौन्तेय निष्ठा ज्ञानस्य या परा ।। ,"जो कि ज्ञानयोग की परानिष्ठा है, उस नैष्कर्म्य सिद्धि को जिस प्रकार से प्राप्त होकर मनुष्य ब्रह्म को प्राप्त होता है, उस प्रकार को हे कुन्ती पुत्र ! तू संक्षेप में ही मुझसे समझ ।। ","Arjuna, know from Me only briefly the process through which man having attained actionlessness, which is the highest consummation of Jñanayoga (the path of Knowledge) reaches Brahma",0.0,Calmness
662,बुद्ध्या विशुद्धया युक्तो धृत्यात्मनं नियम्य च । शब्दादीन्विषयांस्त्यक्त्वा रागद्वेषौ व्युदस्य च ।। ,"विशुद्ध बुद्धि से युक्त तथा हल्का, सात्त्विक और नियमित भोजन करने वाला, शब्दादि विषयों का त्याग करके एकान्त और शुद्ध देश का सेवन करने वाला, सात्त्विक धारणशक्ति के द्वारा अन्तःकरण और इन्द्रियों का संयम करके मन, वाणी और शरीर को वश में कर लेने वाला,   ","Endowed with an untarnished intellect and partaking of a light, Sattvika and regulated diet, living in a lonely and undefiled place having rejected sound and other objects of sense, having controlled the mind, speech and body by restraining the mind and senses through firmness of a Sattvika type, taking a resolute stand on dispassion, ",0.14285714285714285,Interest
663,विविक्तसेवी लघ्वाशी यतवाक्कायमानसः । ध्यानयोगपरो नित्यं वैराग्यं समुपाश्रितः ।।,"राग-द्वेष को सर्वथा नष्ट करके भलीभाँति दृढ वैराग्य का आश्रय लेने वाला तथा अहंकार, बल, घमंड, काम, क्रोध और परिग्रह का त्याग करके निरन्तर ध्यान योग के परायण रहने वाला","after having completely got rid of attraction and aversion and remaining ever devoted to the Yoga of meditation having given up egotism, violence, arrogance, lust, anger and luxuries, devoid of the feeling of meum and tranquil of hear",-0.09166666666666665,Calmness
664,अहंकार बलं दर्प कामं क्रोधं परिग्रहम् । विमुच्य निर्ममः शान्तो ब्रह्मभूयाय कल्पते ।। ,ममता रहित और शान्ति युक्त पुरुष सच्चिदानन्द ब्रह्म में अभिन्न भाव से स्थित होने का पात्र होता है ।।,"such a man becomes qualified for oneness with Brahma, who is Truth Consciousness and Bliss",0.0,Calmness
665,ब्रह्मभूतः प्रसत्रात्मा न शोचति न काङ्क्षति । समः सर्वेषु भूतेषु मद्भक्तिं लभते पराम् ।। ,"फिर वह सच्चिदानन्दघन ब्रह्म में एकीभाव से स्थित, प्रसन्न मनवाला योगी न तो किसी के लिये शोक करता है और न किसी की आकाङ्क्षा ही करता है। ऐसा समस्त प्राणियों में समभाव वाला योगी मेरी परा भक्ति को प्राप्त हो जाता है ।। ","Established in identity with Brahma (who in Truth, Consciousness and Bliss solidified); and cheerful in mind, the Sankhyayogi no longer grieves nor craves for anything. The same to all beings, such a Yogi attains supreme devotion to Me.",0.4,Empathy
666,भक्त्या मामभिजानाति यावान्यश्चास्मि तत्त्वतः । ततो मां तत्त्वतो ज्ञात्वा विशते तदनन्तरम् ।।,"उस पर भक्ति के द्वारा वह मुझ परमात्मा को, मैं जो हूँ और जितना हूँ ठीक वैसा-का-वैसा तत्त्व से जान लेता है; तथा उस भक्ति से मुझ को तत्त्व से जानकर तत्काल ही मुझमें प्रविष्ट हो जाता है ।। ","Through that supreme devotion he comes to know Me in reality, what and how great I am; and thereby knowing Me in essence he forthwith enters into My being.",0.2,Interest
667,सर्वकर्माण्यपि सदा कुर्वाणो मद्व्यपाश्रयः । मत्प्रसादादवाप्नोति शाश्वतं पदमव्ययम् ।,मेरे परायण हुआ कर्मयोगी तो सम्पूर्ण कर्मों को सदा करता हुआ भी मेरी कृपा से सनातन अविनाशी परमपद को प्राप्त हो जाता है ।। ,"The Karmayogi, however, who depends on Me, attains by My grace the eternal, imperishable state, even though performing all actions.",0.0,Calmness
668,चेतसा सर्वकर्माणि मयि संन्यस्य मत्परः । बुद्धियोगमुपाश्रित्य मच्चित्तः सततं भव ।।,सब कर्मों को मन से मुझमें अर्पण करके तथा समबुद्धि रूप योग को अवलम्बन करके मेरे परायण और निरन्तर मुझमें चित्तवाला हो ।,"Mentally resigning all your duties to Me, and taking recourse to Yoga in the form of even-mindedness, be solely devoted to Me and constantly give your mind to Me.",0.0,Calmness
669,मच्चित्तः सर्वदुर्गाणि मत्प्रसादात्तरिष्यसि । अथचेत्त्वमहंकारान्त्र श्रोष्यसि विनङ्क्ष्यसि ।। ,उपुर्यक्त प्रकार से मुझमें चित्तवाला होकर तू मेरी कृपा से समस्त संकटों को अनायास ही पार कर जायेगा और यदि अहंकार के कारण मेरे वचनों को न सुनेगा तो नष्ट हो जायेगा अर्थात् परमार्थ से भ्रष्ट हो जायेगा ।। ,"With your mind thus given to Me, you shall tide over all difficulties by My grace. And if, from egotism, you will not listen, you will be lost.",-0.041666666666666664,Calmness
670,यदहंकारमाश्रित्य न योत्स्य इति मन्यसे । मिथ्यैष व्यवसायस्ते प्रकृतिस्त्वां नियोक्ष्यति ।। ,"जो तू अहंकार का आश्रय लेकर यह मान रहा है कि 'मैं युद्ध नहीं करूंगा', तेरा यह निश्चय मिथ्या है, क्योंकि तेरा स्वभाव तुझे जबरदस्ती युद्ध में लगा देगा ।। ","If, taking your stand on egotism, you think, ""I will not fight"", vain is this resolve of yours; nature will drive you to the act.",-0.4000000000000001,Fear
671,स्वभावजेन कौन्तेय निबद्धः स्वेन कर्मणा । कर्तुं नेच्छसि यन्मोहात्करिष्यस्यवशोऽपि तत् ।। ,"हे कुन्ती पुत्र ! जिस कर्म को तू मोह के कारण करना नहीं चाहता, उसको भी अपने पूर्वकृत स्वाभाविक कर्म से बँधा हुआ परवश होकर करेगा ।। ","That action too which you are not willing to undertake through ignorance,-bound by your own duty born of your nature, you will helplessly perform",0.1,Interest
672,ईश्वरः सर्वभूतानां हृद्देशेऽर्जुन तिष्ठति । भ्रामयन्सर्वभूतानि यन्त्रारूढानि मायया ।। ,हे अर्जुन ! शरीर-रूप यन्त्र में आरूढ़ हुए सम्पूर्ण प्राणियों को अन्तर्यामी परमेश्वर अपनी माया से उनके कर्मों के अनुसार भ्रमण कराता हुआ सब प्राणियों के हृदय में स्थित है ।। ,"Arjuna, God abides in the heart of all creatures, causing them to revolve according to their karma by His illusive power, seated as those beings are in the vehicle of the body",0.0,Calmness
673,तमेव शरणं गच्छ सर्वभावेन भारत । तत्प्रसादात्परां शान्तिं स्थानं प्राप्स्यसि शाश्वतम् ।। ,हे भारत ! तू सब प्रकार से उस परमेश्वर की ही शरण में जा। उस परमात्मा की कृपा से ही तू परम शान्ति को तथा सनातन परम धाम को प्राप्त होगा ।। ,"Take shelter in Him alone, with all your being, Arjuna. By His mere grace you shall attain supreme peace and the eternal state.",0.0,Calmness
674,इति ते ज्ञानमाख्यातं गुह्याद्‌गुह्मतरं मया । विमृश्यैतदशेषेण यथेच्छसि तथा कुरु ।। ,"इस प्रकार यह गोपनीय से भी अति गोपनीय ज्ञान मैंने तुझसे कह दिया। अब तू इस रहस्य युक्त ज्ञान को पूर्णतया भलीभाँति विचार कर, जैसे चाहता है वैसे ही कर ।। ","Thus has this wisdom, more secret than secrecy itself, been imparted to you by Me. Fully pondering it, do as you like",0.25,Empathy
675,सर्वगुह्यतमं भूयः श्रृणु मे परमं वचः। इष्टोऽसि मे दृढमिति ततो वक्ष्यामि ते हितम् ।,"सम्पूर्ण गोपनीयों से अति गोपनीय मेरे परम रहस्य युक्त वचन को तू फिर भी सुन। तू मेरा अतिशय प्रिय है, इससे यह परम हितकारक वचन मैं तुझसे कहूँगा ।। ","Hear, again, My supremely secret word, the most esoteric of all truths. You are extremely dear to Me; therefore, I shall offer you this salutary advice.",-0.05,Calmness
